code,city,country,lat,lon
ZWA,ANDAPA,MADAGASCAR,-14.652,49.621
AMB,AMBILOBE,MADAGASCAR,-13.188,48.988
ANM,ANTALAHA,MADAGASCAR,-14.999,50.320
HVA,ANALALAVA,MADAGASCAR,-14.629,47.764
MJN,MAHAJANGA,MADAGASCAR,-15.667,46.352
NOS,NOSY-BE,MADAGASCAR,-13.312,48.314
BPY,BESALAMPY,MADAGASCAR,-16.742,44.481
WMN,MAROANTSETRA,MADAGASCAR,-15.437,49.688
SVB,SAMBAVA,MADAGASCAR,-14.279,50.175
VOH,VOHEMAR,MADAGASCAR,-13.376,50.003
WAI,ANTSOHIHY,MADAGASCAR,-14.899,47.994
N/A,AMPAMPAMENA,MADAGASCAR,-13.485,48.633
FTU,TOLAGNARO,MADAGASCAR,-25.038,46.956
WFI,FIANARANTSOA,MADAGASCAR,-21.441,47.112
RVA,FARAFANGANA,MADAGASCAR,-22.805,47.821
WVK,MANAKARA,MADAGASCAR,-22.120,48.022
MNJ,MANANJARY,MADAGASCAR,-21.202,48.358
MXM,MOROMBE,MADAGASCAR,-21.754,43.375
TLE,TOLIARA,MADAGASCAR,-23.383,43.728
SSY,M'BANZA-CONGO,ANGOLA,-6.270,14.247
BUG,BENGUELA,ANGOLA,-12.609,13.404
CAB,CABINDA,ANGOLA,-5.597,12.188
PGI,CHITATO,ANGOLA,-7.357,20.804
N/A,CAMAXILO,ANGOLA,-8.374,18.924
CAV,CAZOMBO,ANGOLA,-11.894,22.916
NGV,N'GIVA,ANGOLA,-17.045,15.687
NOV,HUAMBO,ANGOLA,-12.809,15.760
SVP,KUITO,ANGOLA,-12.404,16.947
N/A,LOBITO,ANGOLA,-12.371,13.536
LAD,LUANDA,ANGOLA,-8.858,13.231
MEG,MALANJE,ANGOLA,-9.525,16.312
SPP,MENONGUE,ANGOLA,-14.658,17.720
N/A,MOCAMEDES,ANGOLA,-15.261,12.147
GXG,NEGAGE,ANGOLA,-7.754,15.287
PBN,PORTO AMBOIM,ANGOLA,-10.722,13.765
VHC,SAURIMO,ANGOLA,-9.689,20.432
SZA,SOYO,ANGOLA,-6.141,12.372
N/A,TOTO,ANGOLA,-7.147,14.248
LUO,LUENA,ANGOLA,-11.768,19.898
UGO,UIGE,ANGOLA,-7.603,15.028
XGN,XANGONGO,ANGOLA,-16.755,14.965
OYE,OYEM,GABON,1.541,11.581
OKN,OKONDJA,GABON,-0.665,13.673
LBQ,LAMBARENE,GABON,-0.704,10.246
BMM,BITAM,GABON,2.076,11.493
MFF,MOANDA,GABON,-1.537,13.269
POG,PORT GENTIL,GABON,-0.712,8.754
OMB,OMBOUE HOSPIAL,GABON,-1.575,9.263
MKU,MAKOKOU,GABON,0.579,12.891
LBV,LIBREVILLE,GABON,0.458,9.412
MZC,MITZIC,GABON,0.776,11.553
MVB,FRANCEVILLE,GABON,-1.656,13.438
LTL,LASTOURVILLE,GABON,-0.826,12.747
TCH,TCHIBANGA,GABON,-2.889,10.919
PCP,PRINCIPE,SAO TOME & PRINCIPE,1.663,7.412
TMS,SAO TOME,SAO TOME & PRINCIPE,0.378,6.712
BEW,BEIRA,MOZAMBIQUE,-19.796,34.907
FXO,CUAMBA,MOZAMBIQUE,-14.820,36.532
N/A,CHIMOIO,MOZAMBIQUE,-19.151,33.429
N/A,ESTIMA,MOZAMBIQUE,-15.734,32.757
INH,INHAMBANE,MOZAMBIQUE,-23.876,35.408
VXC,LICHINGA,MOZAMBIQUE,-13.274,35.266
N/A,LUMBO,MOZAMBIQUE,-15.033,40.672
MPM,MAPUTO,MOZAMBIQUE,-25.921,32.573
N/A,MUEDA,MOZAMBIQUE,-11.673,39.563
MZB,MOCIMBOA DA PRAIA,MOZAMBIQUE,-11.362,40.355
N/A,MARRUPA,MOZAMBIQUE,-13.225,37.552
MNC,NACALA,MOZAMBIQUE,-14.488,40.712
APL,NAMPULA,MOZAMBIQUE,-15.106,39.282
POL,PEMBA,MOZAMBIQUE,-12.987,40.522
UEL,QUELIMANE,MOZAMBIQUE,-17.856,36.869
N/A,SONGO,MOZAMBIQUE,-15.602,32.773
TET,TETE,MOZAMBIQUE,-16.105,33.640
N/A,ULONGWE,MOZAMBIQUE,-14.704,34.352
VNX,VILANKULU,MOZAMBIQUE,-22.018,35.313
N/A,ALPHONSE,SEYCHELLES,-7.005,52.726
DES,DESROCHES,SEYCHELLES,-5.696,53.654
N/A,FARQUHAR,SEYCHELLES,-10.109,51.176
SEZ,MAHE,SEYCHELLES,-4.674,55.522
PRI,PRASLIN,SEYCHELLES,-4.319,55.691
N/A,COETIVY,SEYCHELLES,-7.164,56.264
SRH,SARH,CHAD,9.151,18.379
AEH,ABECHE,CHAD,13.847,20.844
MQQ,MOUNDOU,CHAD,8.620,16.068
NDJ,N'DJAMENA,CHAD,12.134,15.034
PLF,PALA,CHAD,9.379,14.926
FYT,FAYA-LARGEAU,CHAD,17.917,19.111
BUQ,BULAWAYO,ZIMBABWE,-20.017,28.618
N/A,HARARE,ZIMBABWE,-17.751,30.924
BFO,CHIREDZI,ZIMBABWE,-21.008,31.578
VFA,VICTORIA FALLS,ZIMBABWE,-18.096,25.839
UTA,MUTARE,ZIMBABWE,-18.977,32.451
HRE,HARARE,ZIMBABWE,-17.932,31.093
KAB,KARIBA,ZIMBABWE,-16.520,28.885
N/A,MUTOKO,ZIMBABWE,-17.432,32.184
N/A,MUTARE,ZIMBABWE,-18.998,32.627
MVZ,MASVINGO,ZIMBABWE,-20.055,30.859
N/A,ZVISHAVANE,ZIMBABWE,-20.289,30.088
GWE,GWERT,ZIMBABWE,-19.437,29.862
WKM,HWANGE NATIONAL PARK,ZIMBABWE,-18.630,27.021
N/A,ZISCO,ZIMBABWE,-19.029,29.722
BLZ,BLANTYRE,MALAWI,-15.679,34.974
KGJ,KARONGA,MALAWI,-9.953,33.893
N/A,KASUNGU,MALAWI,-13.014,33.468
N/A,MANGOCHI,MALAWI,30.838,-85.182
ZZU,MZUZU,MALAWI,-11.445,34.012
MSU,MASERU,LESOTHO,-29.462,27.553
N/A,MASERU,LESOTHO,-29.304,27.503
FIH,KINSHASA,ZAIRE,-4.386,15.444
NLO,KINSHASA,ZAIRE,-4.325,15.328
MNB,MUANDA,ZAIRE,-5.931,12.352
N/A,KITONA BASE,ZAIRE,-5.918,12.447
MAT,MATADI,ZAIRE,-5.799,13.441
FDU,BANDOUNDU,ZAIRE,-3.311,17.382
KKW,KIKWIT,ZAIRE,-5.036,18.786
MDK,MBANDAKA,ZAIRE,0.022,18.289
BDT,GBADOLITE,ZAIRE,4.253,20.975
GMA,GEMENA,ZAIRE,3.235,19.771
N/A,KOTAKOLI,ZAIRE,4.158,21.651
LIQ,LISALA,ZAIRE,2.171,21.497
FKI,KISANGANI,ZAIRE,0.518,25.155
IRP,ISIRO,ZAIRE,2.827,27.588
BUX,BUNIA,ZAIRE,1.566,30.221
N/A,BUTA ZEGA,ZAIRE,2.818,24.794
BKY,BUKAVU/KAVUMU,ZAIRE,-2.309,28.809
GOM,GOMA,ZAIRE,-1.671,29.238
KND,KINDU,ZAIRE,-2.919,25.915
FBM,LUBUMASHI,ZAIRE,-11.591,27.531
KWZ,KOLWEZI,ZAIRE,-10.766,25.506
FMI,KALEMIE,ZAIRE,-5.876,29.250
KMN,KAMINA BASE,ZAIRE,-8.642,25.253
N/A,LUENA,ZAIRE,-9.469,25.759
KGA,KANANGA,ZAIRE,-5.900,22.469
MJM,MBUJI-MAYI,ZAIRE,-6.121,23.569
BKO,BAMAKO,MALI,12.533,-7.950
GAQ,GAO,MALI,16.248,-0.005
KYS,KAYES,MALI,14.431,-11.439
MZI,MOPTI,MALI,14.513,-4.079
NIX,NIORO,MALI,15.239,-9.576
TOM,TOMBOUCTOU,MALI,16.730,-3.007
N/A,TESSALIT,MALI,20.246,0.981
BJL,BANJUL,GAMBIA,13.338,-16.652
FUE,FUERTEVENTURA,CANARY ISLANDS,28.453,-13.864
VDE,HIERRO,CANARY ISLANDS,27.815,-17.887
SPC,SANTA CRUZ DE LA PALMA,SPAIN,28.626,-17.756
LPA,GRAN CANARIA,CANARY ISLANDS,27.932,-15.386
ACE,LANZEROTE,CANARY ISLANDS,28.945,-13.605
TFS,TENERIFE,CANARY ISLANDS,28.044,-16.572
TFN,TENERIFE,CANARY ISLANDS,28.482,-16.341
MLN,MELILLA,SPANISH NORTH AFRICA,35.280,-2.956
HGS,HASTINGS,SIERRA LEONE,8.394,-13.128
FNA,FREETOWN,SIERRA LEONE,8.616,-13.195
N/A,CUFAR,GUINEA BISSAU,11.288,-15.181
BXO,BISSAU,GUINEA BISSAU,11.895,-15.654
MLW,MONROVIA,LIBERIA,6.289,-10.759
ROB,MONROVIA,LIBERIA,6.234,-10.362
AGA,AGADIR,MOROCCO,30.381,-9.546
TTA,TAN TAN,MOROCCO,28.448,-11.161
FEZ,FEZ,MOROCCO,33.927,-4.978
N/A,IFRANE,MOROCCO,33.505,-5.153
ERH,ER-RACHIDIA,MOROCCO,31.949,-4.401
MEK,MEKNES,MOROCCO,33.879,-5.515
N/A,NADOR,MOROCCO,35.153,-2.920
OUD,OUJDA,MOROCCO,34.787,-1.924
CAS,CASABLANCA,MOROCCO,33.553,-7.661
RBA,RABAT,MOROCCO,34.051,-6.751
SII,SIDI IFINI,MOROCCO,29.369,-10.180
N/A,ESSADOUIRA,MOROCCO,31.404,-9.685
CMN,CASABLANCA,MOROCCO,33.368,-7.588
RAK,MARRAKECH,MOROCCO,31.607,-8.036
NNA,KENTIRA,MOROCCO,34.299,-6.596
OZZ,OUARZAZATE,MOROCCO,30.939,-6.909
AHU,AL HOCIEMA,MOROCCO,35.177,-3.839
TTU,TETOUAN,MOROCCO,35.594,-5.320
TNG,TANGER,MOROCCO,35.727,-5.917
ZIG,ZIGUINCHOR,SENEGAL,12.556,-16.282
KDA,KOLDA,SENEGAL,12.880,-14.955
CSK,CAP SKIRING,SENEGAL,12.410,-16.746
KLC,KAOLACK,SENEGAL,14.147,-16.051
DKR,DAKAR,SENEGAL,14.739,-17.490
XLS,ST. LOUIS,SENEGAL,16.050,-16.461
BXE,BAKEL,SENEGAL,14.847,-12.468
KGG,KEDOUGOU,SENEGAL,12.572,-12.220
TUD,TAMBACOUNDA,SENEGAL,13.737,-13.653
IEO,AIOUN EL ATROUSS,MAURITANIA,16.711,-9.638
TIY,TIDJIKJA,MAURITANIA,18.570,-11.423
KFA,KIFFA,MAURITANIA,16.590,-11.406
EMN,NEMA,MAURITANIA,16.622,-7.314
KED,KAEDI,MAURITANIA,16.159,-13.508
NKC,NOUAKSCHOTT,MAURITANIA,18.098,-15.948
SEY,SELIBABI,MAURITANIA,15.179,-12.207
ATR,ATAR,MAURITANIA,20.507,-13.043
NDB,NOUADHIBOU,MAURITANIA,20.928,-17.031
N/A,BIR MOGHREIN,MAURITANIA,25.237,-11.589
FIG,FIRA,GUINEA,10.351,-13.569
FAA,FARANAH,GUINEA,10.036,-10.770
LEK,LABE,GUINEA,11.326,-12.287
MCA,MACENTA,GUINEA,8.481,-9.526
NZE,N'ZEREKORE,GUINEA,7.806,-8.702
SID,AMILCAR CABRAL,CAPE VERDE ISLANDS,16.741,-22.949
BVC,BOA VISTA,CAPE VERDE ISLANDS,16.137,-22.889
RAI,FRANCISCO MENDEZ,CAPE VERDE ISLANDS,14.924,-23.493
MMO,MAIO,CAPE VERDE ISLANDS,15.156,-23.214
SNE,SAO NOCOLAU ISLAND,CAPE VERDE ISLANDS,16.588,-24.284
VXE,SAO VICENTE ISLAND,CAPE VERDE ISLANDS,16.834,-25.057
ADD,ADDIS ABABA,ETHIOPIA,8.977,38.800
N/A,ADDIS ABABA,ETHIOPIA,9.004,38.726
BJR,BAHAR DAR,ETHIOPIA,11.608,37.321
DIR,DIRE DAWA,ETHIOPIA,9.625,41.854
GMB,GAMBELLA,ETHIOPIA,8.128,34.563
GDQ,GONDAR,ETHIOPIA,12.518,37.432
N/A,DEBRE ZEIT,ETHIOPIA,8.716,39.008
JIM,JIMMA,ETHIOPIA,7.666,36.816
LLI,LALIBELLA,ETHIOPIA,11.975,38.980
MQX,MAKALE,ETHIOPIA,13.467,39.533
BJM,BUJUMBURA,BURUNDI,-3.324,29.318
N/A,BAIDOA,SOMALIA,3.099,43.624
HGA,HARGEISA,SOMALIA,9.518,44.089
BBO,BERBERA,SOMALIA,10.389,44.941
KMU,KISMAYU,SOMALIA,-0.377,42.459
MGQ,MOGADISHU,SOMALIA,2.014,45.305
N/A,EL ARISH,EGYPT,31.073,33.836
N/A,ASYUT,EGYPT,27.046,31.012
ALY,ALEXANDRIA,EGYPT,31.184,29.949
ABS,ABU SIMBEL,EGYPT,22.376,31.612
CAI,CAIRO,EGYPT,30.122,31.406
N/A,CAIRO,EGYPT,30.116,30.915
N/A,EMBABA,EGYPT,30.074,31.192
HRG,HURGHADA,EGYPT,27.184,33.798
N/A,EL-GORA,EGYPT,31.069,34.129
LXR,LUXOR,EGYPT,25.671,32.706
MUH,MERSA-MATRUH,EGYPT,31.325,27.222
PSD,PORT SAID,EGYPT,31.279,32.240
SKV,ST. CATHERINE,EGYPT,28.685,34.063
ASW,ASWAN,EGYPT,23.964,32.820
ELT,EL-TOR,EGYPT,28.209,33.645
EDL,ELDORET,KENYA,0.404,35.238
GAS,GARISSA,KENYA,-0.463,39.648
N/A,ISIOLO,KENYA,0.339,37.591
N/A,KAKAMEGA,KENYA,0.271,34.787
KIS,KISUMU,KENYA,-0.086,34.729
KTL,KITALE,KENYA,0.972,34.958
N/A,LOKICHOGGIO,KENYA,4.204,34.348
LOK,LODWAR,KENYA,3.122,35.609
LAU,LAMU,KENYA,-2.252,40.913
LOY,LOYANGALANI,KENYA,2.763,36.718
NDE,MANDERA,KENYA,3.934,41.844
RBT,MARSABIT,KENYA,2.345,37.999
N/A,MERU,KENYA,0.230,38.170
MYD,MALINDI,KENYA,-3.229,40.102
MBA,MOMBASA,KENYA,-4.035,39.594
OYL,MOYALE LOWER,KENYA,3.470,39.101
NYE,NYERI,KENYA,-0.369,36.980
N/A,NAIVASHA,KENYA,-0.788,36.433
WIL,NAIROBI,KENYA,-1.322,36.815
NYK,NANYUKI,KENYA,-0.061,37.039
N/A,NAIROBI,KENYA,-1.277,36.862
WJR,WAJIR,KENYA,1.733,40.091
N/A,BUATTIFEL,LIBYA,28.795,22.081
N/A,GIALLO,LIBYA,28.638,21.438
GHT,GHAT,LIBYA,25.146,10.143
AKF,KUFRA,LIBYA,24.179,23.314
BEN,BENGHAZI,LIBYA,32.097,20.269
N/A,EL BEIDA,LIBYA,32.789,21.964
SEB,SEBHA,LIBYA,26.987,14.473
TIP,TRIPOLI,LIBYA,32.663,13.159
N/A,MARSA BREGA,LIBYA,30.378,19.576
N/A,RAS LANOUF V 40,LIBYA,30.500,18.527
N/A,HON,LIBYA,29.110,15.966
N/A,DAHRA,LIBYA,29.470,17.931
LTD,GHADAMES,LIBYA,30.152,9.715
N/A,ZELLA 74,LIBYA,28.590,17.294
GYI,GISENYI,RWANDA,-1.677,29.259
KGL,KIGALI,RWANDA,-1.969,30.139
KME,KAMEMBE,RWANDA,-2.462,28.908
DOG,DONGOLA,SUDAN,19.154,30.430
N/A,DAMAZIN,SUDAN,11.786,34.336
ELF,EL FASHER,SUDAN,13.615,25.325
KSL,KASSALA,SUDAN,15.386,36.328
UYL,NYALA,SUDAN,12.054,24.955
EBD,EL OBEID,SUDAN,13.153,30.232
JUB,JUBA,SUDAN,4.872,31.601
MAK,MALAKAL,SUDAN,9.559,31.652
PZU,PORT SUDAN,SUDAN,19.576,37.216
KRT,KHARTOUM,SUDAN,15.589,32.553
WUU,WAU,SUDAN,7.726,27.979
ARK,ARUSHA,TANZANIA,-3.368,36.633
DAR,DAR ES SALAAM,TANZANIA,-6.878,39.203
DOD,DODOMA,TANZANIA,-6.170,35.752
IRI,IRINGA,TANZANIA,-7.669,35.752
JRO,KILIMANJARO,TANZANIA,-3.429,37.074
N/A,LAKE MANYARA,TANZANIA,-3.376,35.818
N/A,MWADUI,TANZANIA,-3.514,33.619
QSI,MOSHI,TANZANIA,-3.363,37.323
MYW,MTWARA,TANZANIA,-10.339,40.182
MWZ,MWANZA,TANZANIA,-2.444,32.932
N/A,NGERENGERE,TANZANIA,-6.717,38.154
PMA,PEMBA,TANZANIA,-5.257,39.811
TGT,TANGA,TANZANIA,-5.092,39.071
ZNZ,ZANZIBAR,TANZANIA,-6.222,39.225
EBB,ENTEBBE,UGANDA,0.042,32.443
N/A,GULU,UGANDA,2.806,32.272
SRT,SOROTI,UGANDA,1.728,33.623
ABI,ABILENE,USA,32.411,-99.682
ACK,NANTUCKET,USA,41.253,-70.060
ACT,WACO,USA,31.611,-97.230
ACY,ATLANTIC CITY,USA,39.458,-74.577
ADM,ARDMORE,USA,34.303,-97.019
ADW,CAMP SPRINGS,USA,38.811,-76.867
AEX,ALEXANDRIA,USA,31.327,-92.548
AGS,BUSH FIELD,USA,33.370,-81.964
AKR,AKRON,USA,41.038,-81.467
ALB,ALBANY,USA,42.748,-73.803
ALI,ALICE,USA,27.741,-98.027
AMA,AMARILLO,USA,35.219,-101.706
ANB,ANNISTON,USA,33.588,-85.858
AND,ANDERSEN,USA,34.495,-82.709
AOO,ALTOONA,USA,40.296,-78.320
APG,ABERDEEN,USA,39.466,-76.169
ARA,LOUISIANA,USA,30.038,-91.884
ART,WATERTOWN,USA,43.992,-76.022
ATL,ATLANTA,USA,33.640,-84.427
AUG,AUGUSTA,USA,44.321,-69.797
AUS,AUSTIN,USA,30.194,-97.670
BAB,MARYSVILLE,USA,39.136,-121.436
BAD,SHREVEPORT,USA,32.502,-93.663
BCT,BOCA RATON,USA,26.378,-80.107
BDE,BAUDETTE,USA,48.728,-94.612
BDL,WINDSOR LOCKS,USA,41.939,-72.683
BDR,STRATFORD,USA,41.163,-73.126
BED,BEDFORD,USA,42.470,-71.289
BFI,SEATTLE,USA,47.530,-122.302
BFL,BAKERSFIELD,USA,35.433,-119.057
BFM,MOBILE,USA,30.626,-88.068
BGR,BANGOR,USA,44.807,-68.828
BHM,BIRMINGHAM,USA,33.563,-86.753
BIF,EL PASO,USA,31.849,-106.380
BIX,BILOXI,USA,30.411,-88.924
BKF,BUCKLEY,USA,39.702,-104.751
BLI,BELLINGHAM,USA,48.792,-122.537
BLV,BELLEVILLE,USA,38.545,-89.835
BNA,NASHVILLE,USA,36.124,-86.678
BOI,BOISE,USA,43.564,-116.223
BOS,BOSTON,USA,42.364,-71.005
BPT,BEAUMONT,USA,29.951,-94.021
BRO,BROWNSVILLE,USA,25.907,-97.426
BTR,BATON ROUGE,USA,30.533,-91.149
BTV,BURLINGTON,USA,44.472,-73.153
BUF,BUFFALO,USA,42.940,-78.732
BUR,BURBANK,USA,34.201,-118.359
BWI,BALTIMORE,USA,39.175,-76.668
BYH,BLYTHEVILLE,USA,35.964,-89.943
BYS,FORT IRWIN,USA,35.280,-116.630
CAE,COLOMBIA,USA,33.939,-81.119
CAR,CARIBOU,USA,46.871,-68.018
CBM,COLOMBUS,USA,33.644,-88.444
CDC,CEDAR CITY,USA,37.701,-113.099
CDS,CHILDRESS,USA,34.434,-100.288
CEF,CHICOPEE FALLS,USA,42.198,-72.534
CEW,CRESTVIEW,USA,30.779,-86.522
CFD,BRYAN,USA,30.716,-96.331
CHA,CHATTANOOGA,USA,35.035,-85.204
CHS,CHARLESTON,USA,32.899,-80.040
CIC,CHICO,USA,39.795,-121.858
CLE,CLEVELAND,USA,41.412,-81.850
CLL,COLLEGE STATION,USA,30.588,-96.364
CLT,CHARLOTTE,USA,35.214,-80.943
CMH,COLUMBUS,USA,39.998,-82.892
CNM,CARLSBAD,USA,32.337,-104.263
CNW,WACO,USA,31.638,-97.074
COF,COCO BEACH,USA,28.235,-80.610
COS,COLORADO SPRINGS,USA,38.806,-104.700
COT,COTULLA,USA,28.458,-99.220
COU,COLUMBIA,USA,38.818,-92.219
CPR,CASPER,USA,42.908,-106.464
CRP,CORPUS CHRISTI,USA,27.770,-97.501
CTB,CUTBANK,USA,48.608,-112.376
CVG,CINCINNATI,USA,39.046,-84.662
CVS,CLOVIS,USA,34.383,-103.322
CXL,CALEXICO,USA,32.669,-115.513
CXO,CONROE,USA,30.352,-95.414
CYS,CHEYENNE,USA,41.156,-104.812
DAL,DALLAS,USA,32.847,-96.852
DAY,DAYTON,USA,39.902,-84.219
DCA,WASHINGTON,USA,38.852,-77.037
DEN,DENVER,USA,39.858,-104.667
DET,DETROIT,USA,42.409,-83.010
DFW,DALLAS-FORT WORTH,USA,32.896,-97.037
DHN,DOTHAN,USA,31.321,-85.449
DHT,DALHART,USA,36.023,-102.547
DLF,DEL RIO,USA,29.359,-100.778
DLH,DULUTH,USA,46.842,-92.194
DMA,TUCSON,USA,32.166,-110.883
DOV,DOVER,USA,39.130,-75.466
DPA,WEST CHICAGO,USA,41.908,-88.249
DRI,DERIDDER,USA,30.832,-93.340
DRO,DURANGO,USA,37.151,-107.754
DRT,DEL RIO,USA,29.373,-100.926
DSM,DES MOINES,USA,41.534,-93.663
DTW,DETROIT,USA,42.212,-83.353
DUG,DOUGLAS,USA,31.469,-109.604
DYS,ABILENE,USA,32.421,-99.854
ECG,ELIZABETH CITY,USA,36.261,-76.174
EDW,EDWARDS AFB,USA,34.905,-117.884
EFD,HOUSTON,USA,29.607,-95.159
EGP,EAGLE PASS,USA,28.700,-100.479
EKN,ELKINS,USA,38.889,-79.857
ELD,EL DORADO,USA,33.221,-92.813
ELP,EL PASO,USA,31.807,-106.378
END,ENID,USA,36.340,-97.916
ENV,WENDOVER,USA,40.719,-114.031
ESF,ALEXANDRIA,USA,31.395,-92.296
EWN,NEW BERN,USA,35.073,-77.043
EWR,NEWARK,USA,40.692,-74.169
EYW,KEY WEST,USA,24.556,-81.759
FAF,FORT EUSTIS,USA,37.133,-76.609
FAT,FRESNO,USA,36.776,-119.718
FCS,FORT CARSON,USA,38.678,-104.756
FFO,DAYTON,USA,39.826,-84.048
FHU,FORT HUACHUCA,USA,31.588,-110.344
FLL,FORT LAUDERDALE,USA,26.072,-80.153
FLO,FLORENCE,USA,34.185,-79.724
FLV,FORT LEAVENWORTH,USA,39.368,-94.914
N/A,FORT MEADE,USA,39.085,-76.759
FMH,FALMOUTH,USA,41.658,-70.521
FMN,FARMINGTON,USA,36.741,-108.230
FMY,FORT MYERS,USA,26.586,-81.863
FOD,FORT DODGE,USA,42.551,-94.193
FOE,TOPEKA,USA,38.951,-95.664
FOK,WEST HAMPTON BEACH,USA,40.844,-72.632
FRI,FORT RILEY,USA,39.055,-96.764
FSI,FORT SILL,USA,34.650,-98.402
FSM,FORT SMITH,USA,35.336,-94.367
FTK,FORT KNOX,USA,37.907,-85.972
FTW,FORT WORTH,USA,32.820,-97.362
FXE,FORT LAUDERDALE,USA,26.197,-80.171
FYV,FAYETTEVILLE,USA,36.005,-94.170
GAG,GAGE,USA,36.295,-99.776
GCK,GARDEN CITY,USA,37.927,-100.724
GEG,SPOKANE,USA,47.620,-117.534
GFK,GRAND FORKS,USA,47.949,-97.176
GGG,LONGVIEW,USA,32.385,-94.711
GLS,GALVESTON,USA,29.265,-94.860
GNT,GRANTS,USA,35.165,-107.901
GNV,GAINESVILLE,USA,29.690,-82.272
GRB,GREEN BAY,USA,44.485,-88.129
GRF,FORT LEWIS,USA,47.079,-122.581
GRK,KILLEEN,USA,31.067,-97.829
GRR,GRAND RAPIDS,USA,42.881,-85.523
GSB,GOLDSBORO,USA,35.339,-77.961
GTB,FORT DRUM,USA,44.056,-75.719
GTF,GREAT FALLS,USA,47.482,-111.371
GUS,PERU,USA,40.648,-86.152
GVT,GREENVILE,USA,33.068,-96.065
GVW,GRANDVIEW,USA,38.843,-94.561
GWO,GREENWOOD,USA,33.494,-90.084
HBR,HOBART,USA,34.991,-99.051
HFD,HARTFORD,USA,41.736,-72.650
HHR,HAWTHORNE,USA,33.923,-118.335
HIB,HIBBING,USA,47.386,-92.839
HIF,OGDEN,USA,41.124,-111.973
HKY,HICKORY,USA,35.741,-81.389
HLN,HELENA,USA,46.607,-111.983
HLR,FORT HOOD,USA,31.139,-97.714
HMN,ALAMOGORDO,USA,32.852,-106.106
HOB,HOBBS,USA,32.688,-103.217
HON,HURON,USA,44.385,-98.228
HOP,HOPKINSVILLE,USA,36.668,-87.496
HOU,HOUSTON,USA,29.645,-95.279
HPN,WHITE PLAINS,USA,41.067,-73.707
HRL,HARLINGEN,USA,26.228,-97.654
HRO,HARRISON,USA,36.261,-93.155
HRT,MARY ESTHER,USA,30.428,-86.689
HST,HOMESTEAD,USA,25.488,-80.384
HTL,HOUGHTON LAKE,USA,44.360,-84.671
HUA,REDSTONE,USA,34.679,-86.685
HUF,TERRE HAUTE,USA,39.451,-87.307
HUL,HOULTON,USA,46.123,-67.792
HVR,HAVRE,USA,48.543,-109.762
HWO,HOLLYWOOD,USA,26.001,-80.240
IAB,WICHITA,USA,37.623,-97.267
IAD,WASHINGTON,USA,38.944,-77.456
IAG,NIAGARA FALLS,USA,43.107,-78.946
IAH,HOUSTON,USA,29.980,-95.340
ICT,WICHITA,USA,37.650,-97.433
IKK,KANKAKEE,USA,41.071,-87.846
ABQ,KIRTLAND A.F.B.,USA,35.040,-106.609
ILG,WILMINGTON,USA,39.679,-75.606
ILM,WILMINGTON,USA,34.271,-77.903
IND,INDIANAPOLIS,USA,39.717,-86.294
INK,WINK,USA,31.779,-103.201
INL,INTERNATIONAL FALLS,USA,48.566,-93.403
INS,INDIAN SPRINGS,USA,36.587,-115.673
INT,WINSTON-SALEM,USA,36.134,-80.222
IPL,IMPERIAL,USA,32.834,-115.579
IPT,WILLIAMSPORT,USA,41.242,-76.921
ISN,WILLISTON,USA,48.178,-103.642
ISP,ISLIP,USA,40.795,-73.100
JAN,JACKSON,USA,32.311,-90.076
JAX,JACKSONVILLE,USA,30.494,-81.688
JBR,JONESBORO,USA,35.832,-90.646
JFK,NEW YORK,USA,40.640,-73.779
LAN,LANSING,USA,42.779,-84.587
LAS,LAS VEGAS,USA,36.080,-115.152
LAX,LOS ANGELES,USA,33.942,-118.408
LBB,LUBBOCK,USA,33.664,-101.823
LCH,LAKE CHARLES,USA,30.126,-93.223
LCK,COLUMBUS,USA,39.814,-82.928
LFI,HAMPTON,USA,37.083,-76.360
LFK,LUFKIN,USA,31.234,-94.750
LFT,LAFAYETTE,USA,30.205,-91.987
LGA,NEW YORK,USA,40.777,-73.872
LGB,LONG BEACH,USA,33.818,-118.151
LHW,WRIGHT,USA,31.889,-81.562
LIT,LITTLE ROCK,USA,34.729,-92.224
LNA,WEST PALM BEACH,USA,26.593,-80.085
LNK,LINCOLN,USA,40.851,-96.759
LOU,LOUISVILLE,USA,38.228,-85.664
LRD,LAREDO,USA,27.544,-99.461
LRF,JACKSONVILLE,USA,34.918,-92.146
LSF,FORT BENNING,USA,32.337,-84.991
LSV,LAS VEGAS,USA,36.236,-115.034
LTS,ALTUS,USA,34.667,-99.267
LUF,PHOENIX,USA,33.535,-112.383
LUK,CINCINNATI,USA,39.103,-84.419
MAF,MIDLAND,USA,31.942,-102.202
MCC,SACRAMENTO,USA,38.667,-121.401
MCF,TAMPA,USA,27.849,-82.521
MCI,KANSAS CITY,USA,39.297,-94.714
MCN,MACON,USA,32.693,-83.649
MCO,ORLANDO,USA,28.429,-81.316
MDT,HARRISBURG,USA,40.193,-76.763
MDW,CHICAGO,USA,41.786,-87.752
MEM,MEMPHIS,USA,35.042,-89.977
MER,MERCED,USA,37.380,-120.568
MFE,MCALLEN,USA,26.176,-98.239
MGE,MARIETTA,USA,33.915,-84.516
MHR,SACRAMENTO,USA,38.554,-121.297
MIA,MIAMI,USA,25.793,-80.291
